index_row_id,source_id,source_name,split,split_short,split_reason,label,raw_valence,bbox_subset,fake_group,clip_id,event_id,clip_name,source_video_id,source_video_name,bbox_mp4_path,selected_id_csv,annotation_csv,clip_path,stage1_folder,stage1_manifest,tracking_csv,keypoints_csv,stage1_video,start_frame,end_frame,source_start_frame,source_end_frame,clip_frame_offset,stage1_frame_offset,roi_x,roi_y,roi_w,roi_h,index_csv
old_20250530_v4c|GOOD|C000056_Interaction-53.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,friendly,friendly,GOOD,,C000056,C000056_E0001,C000056_Interaction-53.mp4,SV_INTERACTION-53_29c3d0cfc253,Interaction-53.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000056_Interaction-53.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000056_Interaction-53.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Licking/C000056.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Licking/C000056_Interaction-53.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_57,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_57/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_57/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_57/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_57/Interaction-53.mp4,0,574,0,574,0,0,1353.814,121.387,2041.362,1882.743,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000057_Interaction-61.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,friendly,friendly,GOOD,,C000057,C000057_E0001,C000057_Interaction-61.mp4,SV_INTERACTION-61_86483c9942a6,Interaction-61.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000057_Interaction-61.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000057_Interaction-61.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Licking/C000057.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Licking/C000057_Interaction-61.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_58,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_58/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_58/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_58/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_58/Interaction-61.mp4,0,362,0,362,0,0,157.272,776.554,3403.42,796.545,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000058_Interaction-67.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,friendly,friendly,GOOD,,C000058,C000058_E0001,C000058_Interaction-67.mp4,SV_INTERACTION-67_3e2555a6036d,Interaction-67.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000058_Interaction-67.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000058_Interaction-67.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Licking/C000058.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Licking/C000058_Interaction-67.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_59,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_59/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_59/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_59/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_59/Interaction-67.mp4,0,401,0,401,0,0,133.135,166.215,2306.877,1831.019,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000059_Interaction-70.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,friendly,friendly,GOOD,,C000059,C000059_E0001,C000059_Interaction-70.mp4,SV_INTERACTION-70_e94c9962473c,Interaction-70.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000059_Interaction-70.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000059_Interaction-70.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Licking/C000059.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Licking/C000059_Interaction-70.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_60,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_60/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_60/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_60/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_60/Interaction-70.mp4,0,2974,0,2974,0,0,1067.61,438.626,2493.082,1403.436,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000002_Interaction-4.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,unfriendly,unfriendly,GOOD,,C000002,C000002_E0001,C000002_Interaction-4.mp4,SV_INTERACTION-4_5bac55e33471,Interaction-4.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000002_Interaction-4.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000002_Interaction-4.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Displacement/C000002.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Displacement/C000002_Interaction-4.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_17,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_17/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_17/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_17/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_17/Interaction-4.mp4,0,1153,0,1153,0,0,395.201,0.0,2775.839,583.452,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000004_Interaction-7.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,unfriendly,unfriendly,GOOD,,C000004,C000004_E0001,C000004_Interaction-7.mp4,SV_INTERACTION-7_f8630fc6a53c,Interaction-7.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000004_Interaction-7.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000004_Interaction-7.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Displacement/C000004.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Displacement/C000004_Interaction-7.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_33,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_33/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_33/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_33/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_33/Interaction-7.mp4,0,581,0,581,0,0,936.576,17.94,1806.881,2113.775,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000005_Interaction-9.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,unfriendly,unfriendly,GOOD,,C000005,C000005_E0001,C000005_Interaction-9.mp4,SV_INTERACTION-9_ce62517673a6,Interaction-9.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000005_Interaction-9.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000005_Interaction-9.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Displacement/C000005.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Displacement/C000005_Interaction-9.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_34,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_34/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_34/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_34/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_34/Interaction-9.mp4,0,328,0,328,0,0,505.545,0.0,2358.601,2097.233,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000006_Interaction-11.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,unfriendly,unfriendly,GOOD,,C000006,C000006_E0001,C000006_Interaction-11.mp4,SV_INTERACTION-11_c43cb076c9d7,Interaction-11.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000006_Interaction-11.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000006_Interaction-11.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Displacement/C000006.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Displacement/C000006_Interaction-11.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_2,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_2/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_2/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_2/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_2/Interaction-11.mp4,0,183,0,183,0,0,984.852,255.869,2468.945,1486.194,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000007_Interaction-13.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,unfriendly,unfriendly,GOOD,,C000007,C000007_E0001,C000007_Interaction-13.mp4,SV_INTERACTION-13_dac0b2827a9e,Interaction-13.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000007_Interaction-13.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000007_Interaction-13.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Displacement/C000007.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Displacement/C000007_Interaction-13.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_3,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_3/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_3/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_3/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_3/Interaction-13.mp4,0,233,0,233,0,0,964.162,328.282,2320.67,1831.718,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000008_Interaction-18.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,unfriendly,unfriendly,GOOD,,C000008,C000008_E0001,C000008_Interaction-18.mp4,SV_INTERACTION-18_4c4a6d14841f,Interaction-18.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000008_Interaction-18.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000008_Interaction-18.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Displacement/C000008.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Displacement/C000008_Interaction-18.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_4/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_4/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_4/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_4/Interaction-18.mp4,0,495,0,495,0,0,1057.265,517.936,2331.015,1642.064,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000009_Interaction-21.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,unfriendly,unfriendly,GOOD,,C000009,C000009_E0001,C000009_Interaction-21.mp4,SV_INTERACTION-21_efe02533cdf7,Interaction-21.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000009_Interaction-21.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000009_Interaction-21.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Displacement/C000009.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Displacement/C000009_Interaction-21.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_5,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_5/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_5/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_5/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_5/Interaction-21.mp4,0,496,0,496,0,0,1212.436,28.285,1931.018,2034.466,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
old_20250530_v4c|GOOD|C000011_Interaction-23.mp4,1,old_20250530_v4c,train,trn,GOOD_default_train,unfriendly,unfriendly,GOOD,,C000011,C000011_E0001,C000011_Interaction-23.mp4,SV_INTERACTION-23_6c5d80705c5c,Interaction-23.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/GOOD/C000011_Interaction-23.mp4,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output_selected_IDs/C000011_Interaction-23.mp4.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/annotations/Displacement/C000011.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator_59/output/videos/Displacement/C000011_Interaction-23.mp4,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_7,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_7/manifest.json,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_7/tracking_boxes.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_7/keypoints.csv,/mnt/data4t/hyw/20250530/V4C_S1_S2/V_7/Interaction-23.mp4,0,253,0,253,0,0,812.439,52.422,2599.978,1924.122,/mnt/data4t/hyw/20250530/BBOX_VIS-0529-V4C/output/visualization_index.csv
